Siniestro,DENUNCIA,Pieza,Tarea,Horas,pieza_normalizada
22120/2020,M327235,guia de paragolpes tras x2,Sustituir,0.20,Otro
22120/2020,M327235,insignia emblema baleno,Sustituir,0.10,Otro
22120/2020,M327235,insignia emblema suzuki,Sustituir,0.10,Otro
22120/2020,M327235,tapa baul hatch,Reparar,4.00,Tapa de Baul
22120/2020,M327235,panel trasero cola,Reparar,2.50,Panel Trasero
22120/2020,M327235,aloj faro tras(izqder) izq,Reparar,1.50,Otro
22120/2020,M327235,tapizado baul compl,SYC,0.60,Otro
22120/2020,M327235,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
22120/2020,M327235,farol trasero der,SYC,0.25,Farol Trasero Derecho
22136/2020,M324969,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
22136/2020,M324969,faro reflectivo der,Sustituir,0.00,Otro
22136/2020,M324969,panel trasero cola,Reparar,6.00,Panel Trasero
22136/2020,M324969,espumas de paragolpe trasero x 2 np,Sustituir,0.20,Otro
22136/2020,M324969,faro de matricula der,Sustituir,0.20,Otro
22136/2020,M324969,insignia emblema fire,Sustituir,0.10,Otro
22136/2020,M324969,insignia emblema fiat,Sustituir,0.10,Otro
22136/2020,M324969,insignia emblema siena,Sustituir,0.10,Otro
22136/2020,M324969,piso de baul,Reparar,3.00,Otro
22136/2020,M324969,guardabarro trasero soldado izq,Reparar,1.50,Guardabarro Trasero Izquierdo
22136/2020,M324969,guardabarro trasero soldado der,Reparar,1.50,Guardabarro Trasero Derecho
22136/2020,M324969,tapa de baul,Reparar,2.50,Tapa de Baul
22136/2020,M324969,tapizado baul compl,SYC,0.60,Otro
22136/2020,M324969,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
22136/2020,M324969,farol trasero der,SYC,0.25,Farol Trasero Derecho
22286/2020,M328409,capot,Sustituir,1.00,Capot
22286/2020,M328409,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
22286/2020,M328409,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
22286/2020,M328409,guia de paragolpes delx2,Sustituir,0.00,Otro
22286/2020,M328409,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
22286/2020,M328409,broches x20,Sustituir,0.00,Otro
22286/2020,M328409,rejilla centde parag,Sustituir,0.10,Otro
22286/2020,M328409,"rejilla der, de parag",Sustituir,0.00,Otro
22286/2020,M328409,"rejilla izq, de parag",Sustituir,0.00,Otro
22286/2020,M328409,caminero izq,Sustituir,0.00,Otro
22286/2020,M328409,caminero der,Sustituir,0.00,Otro
22286/2020,M328409,lamparas caminero x2,Sustituir,0.00,Otro
22286/2020,M328409,careta,Sustituir,0.00,Otro
22286/2020,M328409,insignia emblema careta,Sustituir,0.00,Otro
22286/2020,M328409,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
22286/2020,M328409,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
22286/2020,M328409,bucheglass del izq,Reparar,1.00,Otro
22286/2020,M328409,deposito lp,Sustituir,0.20,Otro
22286/2020,M328409,alma de paragolpe delantera,Sustituir,0.50,Otro
22286/2020,M328409,soporte cierre capot,Sustituir,0.30,Otro
22286/2020,M328409,bocina izq,Sustituir,0.30,Otro
22286/2020,M328409,carga de gas,Sustituir,0.00,Otro
22286/2020,M328409,refrigerante,Sustituir,0.00,Otro
22286/2020,M328409,electro de condensador,SYC,0.60,Otro
22286/2020,M328409,radiador de agua,SYC,0.80,Otro
22286/2020,M328409,carcaza filtro aire,SYC,0.25,Otro
22286/2020,M328409,bateria,SYC,0.30,Otro
22286/2020,M328409,caja fusibles,SYC,1.00,Otro
22286/2020,M328409,condensador de aa,Reparar,2.00,Otro
22286/2020,M328409,frente soldado completo,Reparar,8.00,Otro
22286/2020,M328409,pasarrueda delantero izq,Reparar,8.00,Otro
22286/2020,M328409,pasarrueda delantero der,Reparar,4.00,Otro
22286/2020,M328409,medio chasis del izq,Reparar,6.00,Otro
22286/2020,M328409,medio chasis del der,Reparar,2.00,Otro
22286/2020,M328409,bisagras capot x2,Reparar,2.00,Otro
22286/2020,M328409,soporte de paragolpe del inferior,Reparar,1.00,Otro
22286/2020,M328409,guardabarro delantero tapar huecos x2,Reparar,2.00,Otro
22315/2020,M328412,paragolpe delantero negro,Sustituir,1.00,Paragolpe Delantero
22315/2020,M328412,guardabarro delantero der,Reparar,3.50,Guardabarro Delantero Derecho
22315/2020,M328412,pasarrueda delantero c oporte der,Reparar,1.50,Otro
22315/2020,M328412,bucheglass del der,Sustituir,0.30,Otro
22315/2020,M328412,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
22315/2020,M328412,faroles delantero der,SYC,0.50,Farol Delantero Derecho
22315/2020,M328412,careta,SYC,0.50,Otro
22466/2020,M328250,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
22466/2020,M328250,farol trasero izq,Sustituir,0.25,Farol Trasero Izquierdo
22466/2020,M328250,guia de paragolpes tras izq,Sustituir,0.20,Otro
22466/2020,M328250,insignia emblema suzuki,Sustituir,0.10,Otro
22466/2020,M328250,insignia emblema alto 800,Sustituir,0.10,Otro
22466/2020,M328250,insignia emblema logo,Sustituir,0.10,Otro
22466/2020,M328250,panel trasero cola,Reparar,6.00,Panel Trasero
22466/2020,M328250,aloj faro tras(izqder) izq,Reparar,3.00,Otro
22466/2020,M328250,piso de baul,Reparar,4.00,Otro
22466/2020,M328250,guardabarro trasero soldado izq,Reparar,1.50,Guardabarro Trasero Izquierdo
22466/2020,M328250,pasarrueda trasero izq,Reparar,2.00,Otro
22466/2020,M328250,tapa baul hatch,Reparar,5.00,Tapa de Baul
22466/2020,M328250,farol trasero der,SYC,0.25,Farol Trasero Derecho
22466/2020,M328250,bucheglass tras izq,SYC,0.30,Otro
22484/2020,M328044,puertas tras des parcial izq,Reparar,2.50,Puerta Trasera Izquierda
22484/2020,M328044,guardabarro trasero soldado izq,Reparar,2.00,Guardabarro Trasero Izquierdo
22484/2020,M328044,paragolpe trasero,Reparar,1.50,Paragolpe Trasero
22484/2020,M328044,llanta aleacion izq,Reparar,1.00,Otro
22484/2020,M328044,alineacion tras,Sustituir,0.00,Otro
22484/2020,M328044,balancear,Sustituir,0.00,Otro
22484/2020,M328044,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
22484/2020,M328044,farol trasero der,SYC,0.25,Farol Trasero Derecho
22599/2020,M328248,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
22599/2020,M328248,fender del izq,Sustituir,0.30,Otro
22599/2020,M328248,moldura puerta del izq,Sustituir,0.20,Otro
22599/2020,M328248,calco activ puert del izq,Sustituir,0.00,Otro
22599/2020,M328248,plastico cubre zocalo izq,Sustituir,0.20,Zocalo Izquierdo
22599/2020,M328248,farol trasero izq,Sustituir,0.25,Farol Trasero Izquierdo
22599/2020,M328248,fender tras izq,Sustituir,0.30,Otro
22599/2020,M328248,guia de paragolpes tras izq,Sustituir,0.20,Otro
22599/2020,M328248,paragolpe trasero izq,Sustituir,1.00,Paragolpe Trasero
22599/2020,M328248,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
22599/2020,M328248,paragolpe del con accesorios,SYC,2.00,Paragolpe Delantero
22599/2020,M328248,puerta delan desarme completo,Reparar,2.50,Otro
22599/2020,M328248,puerta tras desarme compl izq,Reparar,3.00,Puerta Trasera Izquierda
22599/2020,M328248,guardabarro trasero soldado izq,Reparar,2.00,Guardabarro Trasero Izquierdo
22599/2020,M328248,tapizado baul izq,SYC,0.20,Otro
22599/2020,M328248,fletes,Sustituir,0.00,Otro
22599/2020,M328248,tapizado baul izq,SYC,0.20,Otro
22599/2020,M328248,tapizados y burletes,SYC,1.00,Otro
22599/2020,M328248,capot,Reparar,2.50,Capot
22599/2020,M328248,aloj faro tras(izqder) izq,Reparar,1.00,Otro
22631/2020,M324734,faro reflectivo tras en parag izq,Sustituir,0.00,Otro
22631/2020,M324734,paragolpe trasero,Reparar,1.50,Paragolpe Trasero
22631/2020,M324734,guardabarro trasero soldado izq,Reparar,7.00,Guardabarro Trasero Izquierdo
22631/2020,M324734,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
22631/2020,M324734,farol trasero der,SYC,0.25,Farol Trasero Derecho
22631/2020,M324734,luneta tras tapa,SYC,1.00,Otro
22631/2020,M324734,tapizado baul izq,SYC,0.20,Otro
22724/2020,M325995,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
22724/2020,M325995,guia de paragolpes del x2,Sustituir,0.20,Otro
22724/2020,M325995,faroles delantero creg elec izq,Sustituir,0.50,Farol Delantero Izquierdo
22724/2020,M325995,bucheglass del izq,Sustituir,0.30,Otro
22724/2020,M325995,frente soldado completo,Reparar,5.00,Otro
22724/2020,M325995,rejilla centde parag,Sustituir,0.10,Otro
22724/2020,M325995,careta,Sustituir,0.50,Otro
22724/2020,M325995,travesaY=o entrechasis,Reparar,4.00,Otro
22724/2020,M325995,guardabarro delantero izq,Reparar,2.50,Guardabarro Delantero Izquierdo
22724/2020,M325995,puerta delantera des parcial parcial izq,Reparar,1.00,Puerta Delantera Izquierda
22724/2020,M325995,refrigerante,Sustituir,0.00,Otro
22724/2020,M325995,radiador de agua,SYC,0.80,Otro
22724/2020,M325995,electroventilador,SYC,0.60,Otro
22789/2020,M326777,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
22789/2020,M326777,guia de paragolpes izq,Sustituir,0.20,Otro
22789/2020,M326777,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
22789/2020,M326777,capot,Sustituir,1.00,Capot
22789/2020,M326777,"rejilla izq, de parag",Sustituir,0.10,Otro
22789/2020,M326777,bucheglass izq,Sustituir,0.30,Otro
22789/2020,M326777,tapa de enganche parag,Sustituir,0.00,Otro
22789/2020,M326777,broches de faro en fte izq,Sustituir,0.00,Otro
22789/2020,M326777,broche de faro en guard del izq,Sustituir,0.00,Otro
22789/2020,M326777,guardabarro delantero izq,Reparar,2.00,Guardabarro Delantero Izquierdo
22789/2020,M326777,pasarrueda delantero parcial izq,Reparar,1.00,Otro
22789/2020,M326777,trampa de agua,Reparar,2.00,Otro
22789/2020,M326777,bisagras capot,Reparar,1.00,Otro
22803/2020,M312600,radiador de agua,Sustituir,0.80,Otro
22803/2020,M312600,condensador de aa,Sustituir,1.00,Otro
22803/2020,M312600,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
22803/2020,M312600,careta inf,Sustituir,0.50,Otro
22803/2020,M312600,alma de paragolpe delantera,Sustituir,0.50,Otro
22803/2020,M312600,medio chasis del bajada der,Reparar,2.00,Otro
22803/2020,M312600,guardabarro delantero der,Reparar,1.00,Guardabarro Delantero Derecho
22803/2020,M312600,capot,Reparar,3.00,Capot
22803/2020,M312600,guia de paragolpes del der,Sustituir,0.20,Otro
22803/2020,M312600,soporte de paragolpe del,Reparar,1.00,Otro
22803/2020,M312600,refrigerante,Sustituir,0.00,Otro
22803/2020,M312600,carga de gas,Sustituir,0.00,Otro
22803/2020,M312600,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
22803/2020,M312600,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
22803/2020,M312600,frente inf,Sustituir,2.00,Otro
22803/2020,M312600,encausador aire inf,Sustituir,0.20,Otro
22803/2020,M312600,electroventilador,SYC,0.60,Otro
22803/2020,M312600,insignia emblema del,Sustituir,0.10,Otro
22803/2020,M312600,protector de carter plastico,Sustituir,0.50,Otro
22803/2020,M312600,continuacion buche glass prot motor izq,Sustituir,0.20,Otro
22803/2020,M312600,bucheglass del der,SYC,0.30,Otro
22887/2020,M326881,tapa baul hatch,Sustituir,2.50,Tapa de Baul
22887/2020,M326881,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
22887/2020,M326881,moldura chap baj far tr der,Sustituir,0.10,Otro
22887/2020,M326881,moldura chap baj far tr izq,Sustituir,0.10,Otro
22887/2020,M326881,insignia emblema spark ls,Sustituir,0.10,Otro
22887/2020,M326881,insignia emblema chevrolet,Sustituir,0.10,Otro
22887/2020,M326881,kit pegado luneta,Sustituir,0.00,Otro
22887/2020,M326881,cierre de puerta baul sup,Sustituir,0.00,Otro
22887/2020,M326881,piso de baul,Reparar,12.00,Otro
22887/2020,M326881,guia de paragolpes chapa tras x2,Sustituir,0.20,Otro
22887/2020,M326881,panel trasero,Sustituir,6.00,Panel Trasero
22887/2020,M326881,caY=o de escape,Reparar,2.00,Otro
22887/2020,M326881,tapizado baul compl,SYC,0.60,Otro
22887/2020,M326881,asiento trasero,SYC,0.80,Otro
22887/2020,M326881,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
22887/2020,M326881,farol trasero der,SYC,0.25,Farol Trasero Derecho
22887/2020,M326881,luneta tras,SYC,1.00,Otro
22891/2020,M328041,tapa de baul,Sustituir,1.00,Tapa de Baul
22891/2020,M328041,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
22891/2020,M328041,farol trasero der,Sustituir,0.25,Farol Trasero Derecho
22891/2020,M328041,farol trasero en tapa der,Sustituir,0.25,Farol Trasero Derecho
22891/2020,M328041,faro de matricula,Sustituir,0.20,Otro
22891/2020,M328041,guia de paragolpes der,Sustituir,0.20,Otro
22891/2020,M328041,panel trasero cola,Sustituir,6.00,Panel Trasero
22891/2020,M328041,insignia emblema gol,Sustituir,0.10,Otro
22891/2020,M328041,insignia emblema msi,Sustituir,0.10,Otro
22891/2020,M328041,guardabarro trasero soldado der,Reparar,4.00,Guardabarro Trasero Derecho
22891/2020,M328041,piso de baul,Reparar,6.00,Otro
22891/2020,M328041,bisagra de baul x2,Reparar,1.00,Otro
22891/2020,M328041,aloj faro tras(izqder) izq,Reparar,1.50,Otro
22891/2020,M328041,aloj faro tras(izqder) der,Reparar,2.00,Otro
22891/2020,M328041,tapizado baul compl,SYC,0.60,Otro
22891/2020,M328041,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
22895/2020,M328467,bulbo presostato aa,Sustituir,0.10,Otro
22895/2020,M328467,caY=o de aire acondicionado de baja,Sustituir,0.50,Otro
22895/2020,M328467,frente superior atornillado caloj,Sustituir,2.00,Otro
22895/2020,M328467,frente inf,Sustituir,2.00,Otro
22895/2020,M328467,cierre de espolon inf,Sustituir,0.25,Otro
22895/2020,M328467,cierre de espolon sup,Sustituir,0.25,Otro
22895/2020,M328467,cierre de espolon traba,Sustituir,0.25,Otro
22895/2020,M328467,bucheglass del der,Sustituir,0.30,Otro
22895/2020,M328467,mangon radi sup,Sustituir,0.30,Otro
22895/2020,M328467,mangon radi inf,Sustituir,0.30,Otro
22895/2020,M328467,soportes radiadores,Sustituir,0.15,Otro
22895/2020,M328467,puerta delan desarme completo izq,Sustituir,5.00,Puerta Delantera Izquierda
22895/2020,M328467,rejilla torpedo izq,Sustituir,0.50,Otro
22895/2020,M328467,correa accesorios,Sustituir,0.25,Otro
22895/2020,M328467,pata de motor der,Sustituir,0.25,Otro
22895/2020,M328467,pata de motor medio inf,Sustituir,0.25,Otro
22895/2020,M328467,alternador,Sustituir,0.50,Otro
22895/2020,M328467,refrigerante,Sustituir,0.00,Otro
22895/2020,M328467,carga de gas,Sustituir,0.00,Otro
22895/2020,M328467,alineacion,Sustituir,0.00,Otro
22895/2020,M328467,balancear,Sustituir,0.00,Otro
22895/2020,M328467,barra estabilizadora,Sustituir,1.00,Otro
22895/2020,M328467,barra tensora suspension x2,Sustituir,0.50,Otro
22895/2020,M328467,bujes vikingo izq,Sustituir,0.30,Otro
22895/2020,M328467,bujes vikingo der,Sustituir,0.30,Otro
22895/2020,M328467,parabrisas,Sustituir,2.00,Otro
22895/2020,M328467,kit pegado,Sustituir,0.00,Otro
22895/2020,M328467,capot,Sustituir,1.00,Capot
22895/2020,M328467,moldura negra capot,Sustituir,0.10,Otro
22895/2020,M328467,bisagras capot x2,Sustituir,0.25,Otro
22895/2020,M328467,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
22895/2020,M328467,fender del (izqder) izq np,Sustituir,0.30,Otro
22895/2020,M328467,bucheglass del izq,Sustituir,0.30,Otro
22895/2020,M328467,guia de paragolpes del izq,Sustituir,0.20,Otro
22895/2020,M328467,espejo retrovisor ext manual izq,Sustituir,0.40,Otro
22895/2020,M328467,moldura puerta del izq,Sustituir,0.20,Otro
22895/2020,M328467,moldura puerta tras izq,Sustituir,0.20,Otro
22895/2020,M328467,paragolpe del con accesorios np,Sustituir,2.00,Paragolpe Delantero
22895/2020,M328467,moldura paragolpdel negro np,Sustituir,0.10,Otro
22895/2020,M328467,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
22895/2020,M328467,guia de paragolpes np der,Sustituir,0.20,Otro
22895/2020,M328467,soporte alma del izq,Sustituir,0.00,Otro
22895/2020,M328467,soporte alma del der,Sustituir,0.00,Otro
22895/2020,M328467,alma de paragolpe delantera,Sustituir,0.50,Otro
22895/2020,M328467,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
22895/2020,M328467,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
22895/2020,M328467,careta,Sustituir,0.50,Otro
22895/2020,M328467,insignia emblema,Sustituir,0.10,Otro
22895/2020,M328467,condensador de aa,Sustituir,1.00,Otro
22895/2020,M328467,radiador de agua,Sustituir,0.80,Otro
22895/2020,M328467,electro de condensador,Sustituir,0.60,Otro
22895/2020,M328467,sop electro cond celectro cond,SYC,0.40,Otro
22895/2020,M328467,electroventilador,Sustituir,0.60,Otro
22895/2020,M328467,soporte electro celectro,SYC,0.40,Otro
22895/2020,M328467,sacarcolocar motor,SYC,8.00,Otro
22895/2020,M328467,puertas tras des parcial izq,Reparar,4.00,Puerta Trasera Izquierda
22895/2020,M328467,larguero de chasis delantero izq,Reparar,8.00,Otro
22895/2020,M328467,larguero de chasis delantero der,Reparar,4.00,Otro
22895/2020,M328467,torre susp del izq,Reparar,2.00,Otro
22895/2020,M328467,torre susp del der,Reparar,2.00,Otro
22895/2020,M328467,torpedo,Reparar,2.00,Otro
22895/2020,M328467,pasarrueda delantero izq,Reparar,3.00,Otro
22895/2020,M328467,pasarrueda delantero der,Reparar,2.00,Otro
22895/2020,M328467,llanta a reparar delizq,Sustituir,0.50,Otro
22895/2020,M328467,puerta delan desarme completo der,Reparar,4.00,Puerta Delantera Derecha
22939/2020,M328460,espejo retrovextelectrico izq,Sustituir,0.40,Otro
22939/2020,M328460,paragolpe del con accesorios parcial,Reparar,2.00,Paragolpe Delantero
22939/2020,M328460,guardabarro delantero izq,Reparar,1.50,Guardabarro Delantero Izquierdo
22939/2020,M328460,puerta delantera des parcial izq,Reparar,2.50,Puerta Delantera Izquierda
22939/2020,M328460,puertas tras des parcial izq,Reparar,2.50,Puerta Trasera Izquierda
22939/2020,M328460,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
22939/2020,M328460,faroles delantero der,SYC,0.50,Farol Delantero Derecho
23041/2020,M327695,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
23041/2020,M327695,farol trasero der,Sustituir,0.25,Farol Trasero Derecho
23041/2020,M327695,panel trasero cola,Sustituir,6.00,Panel Trasero
23041/2020,M327695,alma paragolpe tras,Sustituir,0.50,Otro
23041/2020,M327695,tapa baul hatch,Reparar,4.00,Tapa de Baul
23041/2020,M327695,piso de baul,Reparar,3.00,Otro
23041/2020,M327695,medio chasis tras der,Reparar,1.50,Otro
23041/2020,M327695,tapizado baul compl,SYC,0.60,Otro
23041/2020,M327695,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
23041/2020,M327695,bucheglass tras izq,SYC,0.30,Otro
23041/2020,M327695,bucheglass tras der,SYC,0.30,Otro
23041/2020,M327695,guardabarro trasero soldado der,Reparar,2.00,Guardabarro Trasero Derecho
23041/2020,M327695,fletes,Sustituir,0.00,Otro
23090/2020,M327443,insignia joy,Sustituir,0.20,Otro
23090/2020,M327443,paragolpe trasero,Reparar,4.00,Paragolpe Trasero
23090/2020,M327443,panel trasero,Reparar,8.00,Panel Trasero
23090/2020,M327443,piso de baul,Reparar,6.00,Otro
23090/2020,M327443,tapa baul hatch,Reparar,4.00,Tapa de Baul
23090/2020,M327443,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
23090/2020,M327443,farol trasero der,SYC,0.25,Farol Trasero Derecho
23090/2020,M327443,tapizado baul compl,SYC,0.60,Otro
23100/2020,M328066,guardabarro soldado trasero der,Reparar,6.00,Guardabarro Trasero Derecho
23100/2020,M328066,puerta tras desarme compl der,Reparar,3.00,Puerta Trasera Derecha
23100/2020,M328066,paragolpe trasero,Reparar,2.00,Paragolpe Trasero
23100/2020,M328066,farol trasero der,SYC,0.25,Farol Trasero Derecho
23203/2020,M303429,farol trasero izq,Sustituir,0.25,Farol Trasero Izquierdo
23203/2020,M303429,farol trasero der,Sustituir,0.25,Farol Trasero Derecho
23203/2020,M303429,tapa de caja pick up,Sustituir,1.00,Otro
23203/2020,M303429,insignia emblema,Sustituir,0.10,Otro
23203/2020,M303429,insignia great wall,Sustituir,0.20,Otro
23203/2020,M303429,insignia wingle 5,Sustituir,0.20,Otro
23203/2020,M303429,alma paragolpe tras,Sustituir,0.50,Otro
23203/2020,M303429,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
23203/2020,M303429,pisadera trascentral,Sustituir,0.50,Otro
