STRO,DENUNCIA,TR_SERIE,TR_NRO_DENUNCIA,NRO_STRO,ANIO_STRO,TR_MARCA,TATMP_NU_ANNIO,TR_MODELO,TR_ANIO,TIPO_VEH,COLOR,TR_DANIOS,EMPRESA
11073/2021,M354668,M,354.668,11.073,2.021,CHEVROLET,2.021,N4PSPARK 1.0 LT,2.012,AUTO,BCO,"LUNETA, LIMPIAPARABRISA TRASERO. ENVOLVENTE TRASERO, 3RA. LUZ DE FRENO. TAPA DE BAUL, PANEL TRASERO, PISO BAUL,PUERTA TRASERA DERECHA.GUARDABARRO TRASERO DERECHO.",CARS
10584/2021,M352560,M,352.560,10.584,2.021,CHEVROLET,2.021,NONIX NUEVO 1.0,2.018,AUTO,NEGRO,"PUERTA TRASERA IZQUIERDA, GUARDABARRO TRASERO IZQUIERDO,PARAGOLPE  TRASERO",CARS
10989/2021,M354516,M,354.516,10.989,2.021,CHEVROLET,2.021,N4PPRISMA NUEVO,2.018,AUTO,NEGRO,"PARAGOLPE TRASERO, TAPA DE BAUL, MATR?CULA TRASERA, LUZ MATR?CULA TRASERA, DA?OS A CORROBORRAR EN PANEL TRASERO E INTERIORES.",CARS
11061/2021,M354064,M,354.064,11.061,2.021,NISSAN,2.021,N4PSENTRA B17 A,2.016,AUTO,BCO,PARAGOLPE TRASERO GUARDABARRO TRASERO IZQUIERDO,CARS
11088/2021,M351160,M,351.160,11.088,2.021,FORD,2.021,N4PFIESTA MAX H,2.010,AUTO,GRIS,ENVOLVENTE DELANTERO GUARDABARRO DELANTERO DERECHO ESPEJO RETROVISOR DERECHO PUERTA DELANTERA Y TRASERA DERECHA GUARDABARRO TRASERO DERECHO,CARS
10998/2021,M353550,M,353.550,10.998,2.021,CHEVROLET,2.021,NAVEO 1.6 LT 4,2.011,AUTO,GRIS,"PARAGOLPE TRASERO, TAPA BAUL,PARAGOLPE TRASERO FAROLES PANEL TRASERO LUZ AUXILIAR DE MATRICULA LATERALES TRASEROS",CARS
11723/2021,M354819,M,354.819,11.723,2.021,SUZUKI,2.021,N4PSWIFT NEW 1.,2.018,AUTO,ROJO,PARAGOLPE DELANTERO CARETA CAPOT AMBAS OPTICAS AMBOS GUARDABARROS DELANTEROS PERDIDA DE L?QUIDOS DEMAS A CORROBORAR,CARS
11395/2021,M352752,M,352.752,11.395,2.021,RENAULT,2.021,N4PCLIO IV 1.2,2.015,AUTO,GRIS,"PARAGOLPE TRASERO , PUERTA DE BA?L,  FAROL TRASERO IZQUIERDO,  GUARDABARRO TRASERO IZQUIERDO,  BUCHE TRASERO IZQUIERDO , DEM?S A CORROBORAR",CARS
14818/2021,M354205,M,354.205,14.818,2.021,CHERY,2.021,NQQ 1.1 311 S11,2.011,AUTO,BLANCO,PUERTA TRASERA DERECHA  GUARDABARRO TRASERO DERECHO  PARAGOLPE TRASERO DEMAS A CONFIRMAR,CARS
9922/2021,M352723,M,352.723,9.922,2.021,RENAULT,2.021,N4PFLUENCE 2.0,2.011,AUTO,AZUL,"GUARDABARROS DELANTEROS, PARAGOLPES , PLASTICOS DE PARAGOLPE TRASERO , CHASIS , ZOCALO IZQUIERDO,  PUERTA DELANTERA IZQUIERDA,  GUARDABARRO TRASERO IZQUIERDO, LLANTAS IZQUIERDAS,  MEC?NICA Y DEM?S A CORROBORAR.",CARS
10480/2021,M352153,M,352.153,10.480,2.021,FIAT,2.021,N4PMOBI EASY 1.,2.017,AUTO,GRIS,"SISTEMA HIDRAULICO Y ACCESORIOS, ENVOLVENTE DELANTERO, FALDON,CONF DEMAS",CARS
10824/2021,M352526,M,352.526,10.824,2.021,CHEVROLET,2.021,N2PCELTA 1.4 AD,2.015,AUTO,AZUL,GUARDABARRO DELANTERO DERECHO,CARS
10627/2021,M353690,M,353.690,10.627,2.021,CHEVROLET,2.021,N4PSPARK 1.2 GT,2.013,AUTO,BLANCO,PUERTA TRASERA DERECHA GUARDABARRO TRASERO DERECHO PARABRISAS CAPOT OPTICA DELANTERA DERECHA DEMAS A CORROBORAR,CARS
10376/2021,M353981,M,353.981,10.376,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.015,AUTO,ROJO,AMBAS  PUERTAS DERECHA GUARDABARRO DELANTERO DERECHO ESPEJO RETROVISOR DERECHO ZOCALO DERECHO,CARS
10396/2021,M352743,M,352.743,10.396,2.021,NISSAN,2.021,N4PTIIDA 1.8 4,2.011,AUTO,BEIGE,"GUARDABARRO LATERAL TRASERO DERECHO , PARAGOLPES , PUERTA TRASERA DERECHA , Z?CALO DERECHO , LUNETA DE PUERTA TRASERA DERECHA,  CAPOT , CARETA , FRENTE , CAMINERO IZQUIERDO,  MEC?NICA Y DEM?S A CORROBORAR.",CARS
9717/2021,M352491,M,352.491,9.717,2.021,CHEVROLET,2.021,N4PCORSA 1.4 LS,2.011,AUTO,BLANCO,PARAGOLPE TRASERO.,CARS
9535/2021,M353472,M,353.472,9.535,2.021,RENAULT,2.021,NKWID 1.0 LIFE,2.020,AUTO,BLANCO,"PARAGOLPE DELANTERO,GUARDABARRO DEL DERECHO,OPTICO DEL DERECHO,CAPOT,PUERTA DEL DERECHA, DA?OS MECANICOS DEMAS DA?OS A CORROBORRAR",CARS
9552/2021,M352688,M,352.688,9.552,2.021,CHEVROLET,2.021,N4PONIX,2.019,AUTO,GRIS,"PUERTAS DERECHAS , GUARDABARRO TRASERO DERECHO.",CARS
9723/2021,M352687,M,352.687,9.723,2.021,RENAULT,2.021,N4PKWID 1.0 LIF,2.018,AUTO,BORDO,"PUERTAS IZQUIERDAS,  MOLDURA DE PUERTA DELANTERA IZQUIERDA,  GUARDABARRO DELANTERO IZQUIERDO,  BAGUETA DE GUARDABARRO DELANTERO IZQUIERDO,  DEM?S A CORROBORAR",CARS
9862/2021,M352320,M,352.320,9.862,2.021,BYD,2.021,N4PF0 NEW 1.0 G,2.016,AUTO,NEGRO,PARAGOLPE DELANTERO CARETA CAPOT AMBAS ?PTICAS GUARDABARRO DELANTERO IZQUIERDO DEMAS A CORROBORAR,CARS
9959/2021,M353867,M,353.867,9.959,2.021,VOLKSWAGEN,2.021,N4PGOL V 1.6 PO,2.012,AUTO,GRIS,PARAGOLPE DELANTERO CARETA CAPOT AMBAS OPTICAS CUATRO GUARDABARROS CUATRO PUERTAS PARABRISAS TECHO DEMAS A CORROBORAR POR VUELCO,CARS
10169/2021,M351568,M,351.568,10.169,2.021,CHEVROLET,2.021,N2PCELTA 1.4 3,2.011,AUTO,NEGRO,ENVOLVENTE DELANTERO. CARETA. CAPOT.  OPTICA IZQUIERDA.  GUARDABARRO DELANTERO IZQUIERDO.  RADIADOR. PARANTE DELANTERO.,CARS
9943/2021,M352657,M,352.657,9.943,2.021,CHEVROLET,2.021,N4PAVEO 1.6 LT,2.011,AUTO,GRIS,"PARAGOLPES , PUERTA DE BA?L,  FAROL TRASERO IZQUIERDO,  GUARDABARRO TRASERO IZQUIERDO,  PANEL TRASERO , PISO DE BA?L,  DEM?S A CORROBORAR.",CARS
8647/2021,M352825,M,352.825,8.647,2.021,CHERY,2.021,N4PFULWIN2 1.5,2.015,AUTO,BLANCO,"PUERTAS DERECHAS, CRISTAL TRASERO, GUARDABARRO TRASERO, PARAGOLPE ZOCALO Y DEMAS A CORROBORAR.",CARS
8403/2021,M352630,M,352.630,8.403,2.021,CHERY,2.021,N4PFULWIN2 1.5,2.015,AUTO,BLANCO,"PARAGOLPE DELANTERO,  A CORROBORAR GUARDABARRO DELANTERO IZQUIERDO ,?PTICO IZQUIERDO Y DEM?S.",CARS
8554/2021,M351777,M,351.777,8.554,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.018,AUTO,GRIS,PUERTA DELANTERA DERECHA GUARDABARRO DELANTERO DERECHO  BUCHE RUEDA DELANTERA DERECHA  RUEDA DELANTERA DERECHA  ENVOLVENTE DELANTERO DERECHO,CARS
8448/2021,M349464,M,349.464,8.448,2.021,CHEVROLET,2.021,NPRISMA NUEVO 1,2.018,AUTO,GRIS,"PAREAGOLPE TRASERO, PUERTA DE BAUL.O0TICA TRASERA DERECHA. DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
8492/2021,M350154,M,350.154,8.492,2.021,HONDA,2.021,N4PCIVIC EXS 1.,2.014,AUTO,GRIS,AMBOS GUARDABARROS DERECHOS AMBAS PUERTAS DERECHAS PARAGOLPE DELANTERO DEMAS A CORROBORAR,CARS
9100/2021,M352317,M,352.317,9.100,2.021,BYD,2.021,N4PF0 1.0 GLX I,2.010,AUTO,CELESTE,TREN DELANTERO PARAGOLPE DELANTERO CARETA GUARDABARRO DELANTERO DERECHO LLANTA DELANTERA LLANTA  TRASERA IZQUIERDA DERECHA DEMAS A CORROBORAR,CARS
8506/2021,M349376,M,349.376,8.506,2.021,LIFAN,2.021,N2P320 1.3 FULL,2.012,AUTO,NEGRO,"CAPOT,PARAGOLPE DELANTERO,OPTICO DELANTERO,IZQUIERDO, GUARD.DEL.IZQ.,GYARD DEL DERECHO DA?OS MECANICOS DEMAS DA?OS A CORROBORRAR",CARS
8991/2021,M349476,M,349.476,8.991,2.021,FIAT,2.021,N4PUNO EVO NUEV,2.018,AUTO,GRIS,PARAGOLPE TRASERO,CARS
11383/2021,M349392,M,349.392,11.383,2.021,FIAT,2.021,NARGO TREKKING,2.021,AUTO,BLANCO,PUERTA DELANTERA IZQUIERDA GUARDABARRO DELANTERO IZQUIERDO A CORROBORAR OTROS DA?OS,CARS
7974/2021,M351466,M,351.466,7.974,2.021,CHEVROLET,2.021,NCORSA 1.4 LS C,2.011,AUTO,GRIS,PUERTAS IZQUIERDAS.  GUARDABARROS IZQUIERDOS.  ZOCALO IZQUIERDO. PARANTES IZQUIEDDO. TECHO. CARROCERIA. TREN TRASERO. PERDIDA DE COMBUSTIBLE. ESPEJOS. CUBIERTAS. A/CORROBORAR DEMAS DA?OS POR POSICION FINAL,CARS
8289/2021,M349156,M,349.156,8.289,2.021,PEUGEOT,2.021,N4P208 ACCESS 1,2.013,AUTO,GRIS,"AMBAS PUERTAS IZQUIERDAS, GUARDABARRO TRASERO.",CARS
8320/2021,M349455,M,349.455,8.320,2.021,VOLKSWAGEN,2.021,N4PVIRTUS 1.6 H,2.019,AUTO,GRIS,"PARAGOLPE TRASERO, LATERAL TRASERO IZQUIERDO, PUERTAS IZQUIERDAS, ZOCALO IZQUIERDO, DEMAS DA?OS A CORROBORAR",CARS
8985/2021,M350833,M,350.833,8.985,2.021,FIAT,2.021,NMOBI EASY ON 1,2.019,AUTO,BLANCO,PARAGOLPE GUARDABARRO Y FAROL TRASERO IZQUIERDO,CARS
9324/2021,M352014,M,352.014,9.324,2.021,GWM    GREAT WA,2.021,N4PHAVAL M4 1.5,2.013,AUTO,ROJO,"PARAGOLPE TRASERO,TAPA DE VALIJA,VALIJA CONF DEMAS",CARS
8408/2021,M351724,M,351.724,8.408,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.018,AUTO,ROJO,ENVOLVENTE TRASERO Z?CALO TRASERO MECANICA A CORROBORAR,CARS
7444/2021,M347063,M,347.063,7.444,2.021,LIFAN,2.021,N4PX50 1.5 FULL,2.018,AUTO,AZUL,"PARAGOLPE DELANTERO,  FRENTE , A CORROBORAR ELECTRO VENTILADOR , RADIADORES , TREN DELANTERO , CARTER , CUBRE CARTER Y DEM?S.",CARS
7458/2021,M341765,M,341.765,7.458,2.021,CHEVROLET,2.021,NONIX 1.0 LT A/,2.019,AUTO,NEGRO,"PARAGOLPE DELANTERO,CAPOT,OPTICO DELANTERO IZQ.,GUARDABARRO DELANTERO IZQ., DA?OS MECANICOS DEMAS DA?OS A CORROBORRAR",CARS
7304/2021,M350356,M,350.356,7.304,2.021,JAC,2.021,NJ2 1.0 LUXURY,2.015,AUTO,BORDEAU,PARAGOLPE DELANTERO CARETA CAPOT FRENTE AMBAS SEMI?TICAS AMBOS RADIADORES ALMA AMBOS GUARDABARROS DELANTEROS  AMBAS PUERTAS DELANTERAS AIRBAGS DELANTERO  VOLANTE TABLERO,CARS
8270/2021,M350080,M,350.080,8.270,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.017,AUTO,GRIS,SE?ALERO TRASERO IZQUIERDO PARAGOLPE TRASERO GUARDABARRO TRASERO IZQUIERDO DEMAS A CORROBORAR,CARS
8022/2021,M350601,M,350.601,8.022,2.021,CHERY,2.021,N4PQQ 308 800 L,2.013,AUTO,AZUL,PARAGOLPE DELANTERO FRENTE CAPOT,CARS
7338/2021,M347073,M,347.073,7.338,2.021,CHEVROLET,2.021,N4PPRISMA 1.0 J,2.017,AUTO,,"GUARDABARROS DELANTEROS,  CAPOT , OPTICO IZQUIERDO,  PARAGOLPE DELANTERO,  DEM?S A CORROBORAR.",CARS
8062/2021,M350424,M,350.424,8.062,2.021,SUZUKI,2.021,N4PCELERIO NUEV,2.016,AUTO,GRIS,"PARAGOLPE TRASERO, VALIJA, CONF DEMAS",CARS
9545/2021,M341789,M,341.789,9.545,2.021,NISSAN,2.021,N4PKICKS ADVANC,2.020,AUTO,BLANCO,PARAGOLPE DELANTERO CARETA,CARS
8044/2021,M350382,M,350.382,8.044,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.014,AUTO,AZUL,"PARAGOLPE  DELANTERO Y TRASERO,FRENTE, TAPA DE BAUL CARETA REJILLA DE PARAGOLPE DELANTERO  PANEL TRASERO CAPOT SEMIOPTICA DERECHA  A CORROBORAR AMBOS GUARDABARROS DELANTEROS  PISO DE BAUL",CARS
7846/2021,M350412,M,350.412,7.846,2.021,CITROEN,2.021,N4PC ELYSEE 1.6,2.014,AUTO,GRIS,AMBAS PUERTAS DERECHAS,CARS
8437/2021,M351696,M,351.696,8.437,2.021,CHERY,2.021,N4PQQ 1.1 (311),2.014,AUTO,GRIS,PUERTA DELANTERA  DERECHA  ZOCALO DERECHO Y GUARDABARRO DELANTERO DERECHO OTROS A CORROBORAR,CARS
8961/2021,M347100,M,347.100,8.961,2.021,CHEVROLET,2.021,N4PAGILE 1.4 LT,2.011,AUTO,ROJO,"PARAGOLPE TRASERO , PUERTA DE BA?L , PANEL TRASERO,  A CORROBORAR PISO DE BA?L Y DEM?S.",CARS
9801/2021,M348647,M,348.647,9.801,2.021,CHERY,2.021,N4PQQ3 LIGHT,2.012,AUTO,GRIS,CAPOT PARAGOLPE DELANTERO OPTICO DELANTERO DERECHO GUARDABARRO DELANTERO DERECHO OTROS DA?OS A CORROBORRAR,CARS
6612/2021,M347053,M,347.053,6.612,2.021,CITROEN,2.021,N4PC ELYSEE 1.2,2.016,AUTO,BLANCO,"PARAGOLPE TRASERO, PANEL TRASERO, FARO TRASERO IZQUIERDO, NO CIERRA EL BAUL, DA?OS A CORROBORAR EN BAUL E INTERIORES.",CARS
7498/2021,M346764,M,346.764,7.498,2.021,CHEVROLET,2.021,NSAIL LT 1.4 FU,2.016,AUTO,GRIS,AMBAS PUERTAS IZQUIERDA,CARS
7257/2021,M351291,M,351.291,7.257,2.021,FIAT,2.021,N4PUNO EVO WAY,2.017,AUTO,MARRON,"PARAGOLPE DELANTERO.ESPOLON,FAROL DELANTERO DERECHO.CARETA,ALMA DE PARAGOLPE DELANTERO.PARABRISAS.GUARDABARRO DELANTERO DERECHO DEMAS INTERNO A CORROBORAR",CARS
6391/2021,M349075,M,349.075,6.391,2.021,FIAT,2.021,N4PUNO EVO WAY,2.016,AUTO,,"LATERAL IZQUIERDO TODO, BAGUETAS, ESPEJO.",CARS
7408/2021,M348624,M,348.624,7.408,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.015,AUTO,BCO,PARAGOLPE TRASERO,CARS
7803/2021,M348592,M,348.592,7.803,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.019,AUTO,GRIS,PARAGOLPE TRASERO TAPA DE BAUL,CARS
7942/2021,M349101,M,349.101,7.942,2.021,CHEVROLET,2.021,N4PCELTA 1.4 AD,2.015,AUTO,,"PUERTA TRASERA DERECHA, GUARDABARRO.",CARS
6316/2021,M350248,M,350.248,6.316,2.021,PEUGEOT,2.021,N301 VTI 1.6 AL,2.013,AUTO,GRIS,PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO CAPOT BUCHE DELANTERO IZQUIERDO SEMIOPTICA IZQUIERDA FRENTE GUARDABARRO DELANTERO DERECHO,CARS
7525/2021,M348977,M,348.977,7.525,2.021,HYUNDAI,2.021,N4PHB20 1.6 COM,2.017,AUTO,GRIS,"PARAGOLPE DELANTERO,  GUARDABARRO DELANTERO DERECHO,  CAPOT , PARABRISAS,  BUCHE DELANTERO DERECHO, DEM?S A CORROBORAR.",CARS
7653/2021,M351810,M,351.810,7.653,2.021,LIFAN,2.021,N320 1.3 EXTRA,2.010,AUTO,,"AMBOS GUARDABARROS Y OPTICOS DELANTEROS,CAPOT, FRENTE  CARETA, PARAGOLPE DELANTERO,  A CORROBORAR INT Y MEC",CARS
7330/2021,M351439,M,351.439,7.330,2.021,SUZUKI,2.021,N4PCELERIO NEW,2.020,AUTO,GRIS,"PARAGOLPE DELANTERO, CARETA,FAROS DELANTEROS, FRENTE, ESPOL?N, AMBOS GUARDABARROS DELANTEROS, DA?OS A CORROBORRAR EN CHASIS, MEC?NICA E INTERIORES.",CARS
6888/2021,M348975,M,348.975,6.888,2.021,GEELY,2.021,N4PEMGRAND 718,2.016,AUTO,BCO,"PARAGOLPE TRASERO,  GUARDABARRO TRASERO DERECHO,  FAROL TRASERO DERECHO , PUERTA DE BA?L,  SENSORES TRASEROS , FAROL ANTI NIEBLA TRASERO DERECHO , PANEL TRASERO , DEM?S A CORROBORAR.",CARS
7537/2021,M346762,M,346.762,7.537,2.021,CITROEN,2.021,N2PBERLINGO 1.4,2.018,AUTO,,AMBIS PORTONES TRASEROS PARAGOLOE TRASERO,CARS
7128/2021,M348960,M,348.960,7.128,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.019,AUTO,ROJO,"LUNETA TRASERA,  PARAGOLPE TRASERO,  GUARDABARROS TRASEROS, PUERTA DE BAUL , PANEL TRASERO , FAROL TRASERO IZQUIERDO,  PUERYAS DERECHAS , PUERTA TRASERA IZQUIERDA,  MOLDURA DE PUERTA TRASERA IZQUIERDA, DEM?S A CORROBORAR.",CARS
6956/2021,M351201,M,351.201,6.956,2.021,KIA,2.021,N4PPICANTO ALL,2.018,AUTO,GRIS,PARAGOLPE DELANTERO,CARS
7354/2021,M344781,M,344.781,7.354,2.021,GEELY,2.021,N4PLC 1.3 GB FU,2.012,AUTO,GRIS,"CAPOT, OPTICOS, RADIADOR, AMBOS PARAGOLPES, AMBOS GUARDABARROS DELANTEROS, TABLERO, LUNETA, BA?L, ANTINIEBLA TRASERO DERECHO, DEM?S A CORROBORAR",CARS
6159/2021,M346716,M,346.716,6.159,2.021,BYD,2.021,N4PF3 NEW 1.5 G,2.015,AUTO,GRIS,"PARAGOLPE DELANTERO, CAPOT,FARO DELANTERO DERECHO, BUCHE DELANTERO DERECHO, PARABRISAS, DA?OS A CORROBORAR EN FRENTE E INTERIORES",CARS
6057/2021,M335383,M,335.383,6.057,2.021,RENAULT,2.021,NKWID 1.0 LIFE,2.021,AUTO,GRIS,"GUARDABARRO DELANTERO DERECHO CAPOT PARAGOLPE DELANTERO CAMINERO DELANTERO DERECHO, MOLDURA DE GUARDABARRO DELANTERO DERECHO CARETA, OPTICO DELANTERO DERECHO, GUARDABARRO DELANTERO IZQUIERDO FRENTE, TREN DELANTERO, PARABRISAS PUERTA DELANTERA DERECHA",CARS
7909/2021,M346575,M,346.575,7.909,2.021,SUZUKI,2.021,NALTO K10 1.0 F,2.019,AUTO,,PARAGOLPE TRASERO A CORROBORAR PANEL TRASERO ALMA,CARS
6000/2021,M342712,M,342.712,6.000,2.021,CHEVROLET,2.021,N4PAGILE 1.4 LT,2.013,AUTO,BEIGE,"PARABRISAS, PARAGOLPE DELANTERO, OPTICO DELANTERO IZQUIERDO, OPTICO DELANTERO DERECHO, FAROL CAMINERO DERECHO, FAROL CAMINERO IZQUIERDO, CAPOT,GUARDABARRO DELANTERO IZQUIERDO, PUERTA DELANTERA IZQUIERDA, ESPEJO IZQUIERDO, PUERTA TRASERA IZQUIERDA,DEM?S DA?OS A CORROBORAR POR MEC?NICO.",CARS
6317/2021,M348602,M,348.602,6.317,2.021,PEUGEOT,2.021,N308 1.2 E BL T,2.015,AUTO,GRIS,OPTICO DELANTERO IZQUIERDO  PARAGOLPE DELANTERO,CARS
6074/2021,M347029,M,347.029,6.074,2.021,CHEVROLET,2.021,N4PONIX NUEVO 1,2.018,AUTO,BORDEAU,GUARDABARRO DELANTERO IZQUIERDO. ENVOLVENTE DELANTERO. ESPEJO IZQUIERDO.,CARS
6231/2021,M349049,M,349.049,6.231,2.021,SUZUKI,2.021,N4PCELERIO NEW,2.020,AUTO,GRIS,"PARAGOLPE TRASERO, PORTON Y DEMAS A CORROBORAR.",CARS
7578/2021,M342782,M,342.782,7.578,2.021,LIFAN,2.021,N620 1.5   1.6,2.018,AUTO,GRIS,PUERTA DELANTERA IZQUIERDA RETROVISOR IZQUIERDO.,CARS
6423/2021,M330887,M,330.887,6.423,2.021,RENAULT,2.021,N4PKWID 1.0 INT,2.019,AUTO,BLANCO,ZOCALO DERECHO.PUERTA TRASERA DERECHA.TECHO.LATERAL TRASERO DERECHO.DEMAS  A CORROBORAR,CARS
5635/2021,M349209,M,349.209,5.635,2.021,CITROEN,2.021,NC3 SOFT 1.4I,2.010,AUTO,BORDO,GUARDABARRO DELANTERO IZQUIERDO PARAGOLPE DELANTERO PASARUEDA DELANTERO DERECHO,CARS
7006/2021,M347926,M,347.926,7.006,2.021,CHERY,2.021,N4PNEW QQ 1.0 S,2.015,AUTO,AZUL,PUERTA Y GUARDABARRO TRASERO DERECHO P.GOLPE TRASERO,CARS
5754/2021,M347739,M,347.739,5.754,2.021,CITROEN,2.021,N4PC3 NEW 1.2 S,2.020,AUTO,BLANCO,RUEDA TRA IZQ LLANTA TRA IZQ TREN TRA PARAGOLPE TRA GUARD TRA IZQ PUERT TRA DER,CARS
5281/2021,M347913,M,347.913,5.281,2.021,SUZUKI,2.021,N4PALTO MARUTI,2.014,AUTO,VERDE,"CAPO,PARAGOLPE DELANTERO,OPTICAS,CONF DEMAS",CARS
7538/2021,M346708,M,346.708,7.538,2.021,KIA,2.021,N4PPICANTO 1.0,2.013,AUTO,GRIS,"PARAGOLPE DELANTERO, CARETA INFERIOR.",CARS
6430/2021,M335370,M,335.370,6.430,2.021,CHEVROLET,2.021,NAVEO 1.6 LS NU,2.012,AUTO,ROJO,PARAGOLPE TRASERO,CARS
5357/2021,M342394,M,342.394,5.357,2.021,CITROEN,2.021,N4PC4 CACTUS 1.,2.018,AUTO,GRIS,"PARAGOLPE TRASERO, ENVOLVENTE TRASERO IZQUIERDO, PUERTA DE BA?L, FAROL TRASERO IZQUIERDO, DEM?S DA?OS A CORROBORAR POR MEC?NICO.",CARS
5928/2021,M342783,M,342.783,5.928,2.021,CHERY,2.021,N4PNEW QQ 1.0 L,2.015,AUTO,CELESTE,"PARAGOLPE TRASERO, GUARDABARRO TRASERO IZQUIERDO.",CARS
4739/2021,M348143,M,348.143,4.739,2.021,SUZUKI,2.021,N4PCELERIO 1.0,2.015,AUTO,,PARAGOLPE TRASERO,CARS
6050/2021,M348139,M,348.139,6.050,2.021,GEELY,2.021,N4PGC 515 GL 1.,2.014,AUTO,ROJO,PARAGOLPE DELANTERO,CARS
4846/2021,M342676,M,342.676,4.846,2.021,FIAT,2.021,NUNO EVO ATTRAC,2.017,AUTO,GRIS,"AMBAS PUERTAS IZQUIERDAS, AMBOS GUARDABARROS IZQUIERDOS.ESPEJO IZQUIERDO, AMBOS PARAGOLPES, PARANTE DELANTERO IZQUIERDO,  TAPA YANTA RUEDA TRASERA IZQUIERDA.",CARS
5960/2021,M342384,M,342.384,5.960,2.021,VOLKSWAGEN,2.021,N4PUP NUEVO MOV,2.020,AUTO,GRIS,"GUARDABARRO DELANTERO DERECHO, GUARDABARRO DELANTERO IZQUIERDO, CAPOT, PARAGOLPE DELANTERO, OPTICO DELANTERO DERECHO,CARETA, ENVOLVENTE DELANTERO DERECHO, DEM?S DA?OS A CORROBORAR POR MEC?NICO.",CARS
5199/2021,M342685,M,342.685,5.199,2.021,HYUNDAI,2.021,NEON 800 GLS FU,2.014,AUTO,GRIS,"CAPOT. PARAGOLPE DELANTERO,,  GUARDA BARRO DELANTERO IZQUIERDO OPTICO DELANTERO IZQUIERDO, LUZ CAMINERO DELANTERO IZQUIERDO, GUARDA POLVO DELANTERO IZQUIERDO, DEMAS DA?OS A CORROBORAR POR MECANICO.",CARS
5687/2021,M347446,M,347.446,5.687,2.021,FIAT,2.021,NPALIO 1.4 ATTR,2.015,AUTO,,?PTICO IZQUIERDO PARAGOLPE DELANTERO GUARDABARRO DELANTERO IZQUIERDO FRENTE CARETA BUCHE DELANTERO IZQUIERDO BUCHE DELANTERO IZQUIERDO CAPOT PUERTA DELANTERA IZQUIERDA A CONFIRMAR INTERNOS DIRECCI?N,CARS
5144/2021,M347528,M,347.528,5.144,2.021,PEUGEOT,2.021,N2P207 HOGGAR 1,2.011,AUTO,GRIS,"PARAGOLPE DELANTERO,CAPOT,OPTICO DEL. IZQUIERDO,GUARD DEL. IZQ.,PUERTA IZQ.,PUERTA TRASERA,PARAGOLPE TRASERO,OPTICO TRASERO IZQUIERDO,DA?OS MECANICOS, DEMAS DA?OS A CORROBORAR",CARS
5803/2021,M348075,M,348.075,5.803,2.021,FORD,2.021,N4PFIESTA 1.6 1,2.016,AUTO,AZUL,P.GOLPE DELANTERO GUARDABARRO Y PUERTA DELANTERA DERECHA CONF. FRENTE,CARS
4628/2021,M347483,M,347.483,4.628,2.021,CHEVROLET,2.021,N4PONIX NUEVO A,2.018,AUTO,GRIS,RAYADO: GDBARRO DEL. DERECHO...,CARS
5249/2021,M335346,M,335.346,5.249,2.021,GEELY,2.021,N4PGC 515 GL,2.017,AUTO,GRIS,ENVOLVENTE TRASERO. PORTON TRASERO PANEL TRASERO A CONF.AMBOS GUARDABARROS TRASEROS PISO BAUL OTROS A CONF.,CARS
4860/2021,M342637,M,342.637,4.860,2.021,HYUNDAI,2.021,N4PI 10 1.1 GL,2.013,AUTO,GRIS,PARAGOLPE TRASERO.,CARS
4104/2021,M346936,M,346.936,4.104,2.021,CHEVROLET,2.021,N4PONIX 1.4 LTZ,2.014,AUTO,ROJO,PARAGOLPE TRASERO Y DELANTERO,CARS
5326/2021,M347606,M,347.606,5.326,2.021,AUDI,2.021,N4PA4 2.0 TURBO,2.011,AUTO,GRIS,"PARAGOLPE DELANTERO, CAPOT,CARETA, DA?OS A CORROBORRAR EN FRENTE,FARO DELANTERO DERECHO, GUARDABARRO DELANTERO DERECHO E INTERIORES.",CARS
5028/2021,M346445,M,346.445,5.028,2.021,CHERY,2.021,NQQ 311 1.1 CON,2.013,AUTO,VERDE,"RADIADORES, CARETA, ESPOLON, PARAGOLPE DELANTERO, SEMIOPTICAS DELANTERAS, AMBOS CAMINEROS Y SE?ALEROS DELANTEROS  AMBOS GUARDABARROS DELANTEROS",CARS
4757/2021,M346132,M,346.132,4.757,2.021,SUZUKI,2.021,N4PSWIFT 1.2 GL,2.016,AUTO,,"PARAGOLPES , CARETA , DEM?S A CORROBORAR",CARS
4362/2021,M347850,M,347.850,4.362,2.021,SUZUKI,2.021,N4PALTO 800 GL,2.018,AUTO,GRIS,*PARAGOLPE TRA GUARD TRA DER,CARS
