Siniestro,DENUNCIA,Pieza,Tarea,Horas
2567/2020,M275070,BROCHES estribo plastico    ,Sustituir,0.00
2567/2020,M275070,MOLDURA GUARDABARRO TRAS/DER .                   ,Sustituir,0.00
2567/2020,M275070,CALCOS antichip pta.t DER  ,Sustituir,0.00
2567/2020,M275070,BISAGRAS PUERTAS tras. DER           ,Reparar,1.50
2567/2020,M275070,GUARDABARRO TRASERO SOLDADO DER                 ,Reparar,3.00
2567/2020,M275070,ZOCALO DER                 ,Reparar,3.00
2567/2020,M275070,FLETES                     ,Sustituir,0.00
2611/2020,M275062,PARAGOLPE DEL CON ACCESORIOS                     ,Reparar,2.00
2611/2020,M275062,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,3.00
2611/2020,M275062,PUERTA DELANTERA DES. PARCIAL IZQ                 ,Reparar,4.00
2611/2020,M275062,BUCHEGLASS del. IZQ            ,SYC,0.30
3009/2020,M305456,CAPOT                     ,Sustituir,1.00
3009/2020,M305456,BISAGRAS CAPOT IZQ                 ,Sustituir,0.25
3009/2020,M305456,BISAGRAS CAPOT DER                 ,Sustituir,0.25
3009/2020,M305456,CARETA                     ,Sustituir,0.50
3009/2020,M305456,REJILLA CENT.DE PARAG.                     ,Sustituir,0.00
3009/2020,M305456,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
3009/2020,M305456,INSIGNIA - EMBLEMA del                 ,Sustituir,0.00
3009/2020,M305456,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
3009/2020,M305456,GUARDABARRO/S DELANTERO/S DER                 ,Sustituir,1.50
3009/2020,M305456,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
3009/2020,M305456,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
3009/2020,M305456,FRENTE SOLDADO COMPLETO                     ,Sustituir,6.00
3009/2020,M305456,SONDA LAMBDA                     ,Sustituir,0.15
3009/2020,M305456,AIRBAG IZQ                 ,Sustituir,1.00
3009/2020,M305456,CAJA DISPARADORA                     ,Sustituir,0.50
3009/2020,M305456,TAPIZADO DE RODILLA DE TABLERO  IZQ                ,Sustituir,0.00
3009/2020,M305456,TABLERO COMPLETO                     ,Reparar,2.00
3009/2020,M305456,BUCHEGLASS del IZQ             ,Sustituir,0.30
3009/2020,M305456,BUCHEGLASS del DER             ,Sustituir,0.30
3009/2020,M305456,BROCHES parg y buches       ,Sustituir,0.00
3009/2020,M305456,RESETEO SISTEMA                     ,Sustituir,0.00
3009/2020,M305456,CIERRE DE ESPOLON                     ,Sustituir,0.25
3009/2020,M305456,CARCAZA FILTRO AIRE completa            ,Sustituir,0.25
3009/2020,M305456,SOPORTE ELECTRO .                   ,Reparar,2.00
3009/2020,M305456,VOLANTE                     ,Sustituir,0.40
3009/2020,M305456,TRAVESA¥O ENTRECHASIS                     ,Reparar,4.00
3009/2020,M305456,ENCAUSADOR AIRE sup DER             ,Sustituir,0.20
3009/2020,M305456,RADIADOR DE AGUA                     ,Sustituir,0.80
3009/2020,M305456,REFRIGERANTE                     ,Sustituir,0.00
3009/2020,M305456,ALINEACION TREN DEL.                     ,Sustituir,0.00
3009/2020,M305456,PASARRUEDA  DELANTERO IZQ                 ,Reparar,3.00
3009/2020,M305456,PASARRUEDA  DELANTERO DER                 ,Reparar,2.00
3009/2020,M305456,MEDIO CHASIS DEL. IZQ                 ,Reparar,4.00
3009/2020,M305456,MEDIO CHASIS DEL. DER                 ,Reparar,2.00
3009/2020,M305456,VANOS MOTOR                     ,SYC,1.50
3009/2020,M305456,PUERTA DELANTERA DES. PARCIAL izq                 ,Reparar,4.00
3009/2020,M305456,PUERTA DELANTERA DES. PARCIAL der                 ,Reparar,4.00
3079/2020,M275046,AIRBAG IZQ                 ,Sustituir,1.00
3079/2020,M275046,AIRBAG DER                 ,Sustituir,1.00
3079/2020,M275046,MODULO DISPARADOR AIRBAGS .                   ,Sustituir,1.00
3079/2020,M275046,CAPOT                     ,Sustituir,1.00
3079/2020,M275046,BISAGRAS CAPOT IZQ Y DER           ,Sustituir,0.25
3079/2020,M275046,CARETA                     ,Sustituir,0.50
3079/2020,M275046,PARABRISAS                     ,Sustituir,2.00
3079/2020,M275046,INSIGNIA - EMBLEMA careta              ,Sustituir,0.10
3079/2020,M275046,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
3079/2020,M275046,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
3079/2020,M275046,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
3079/2020,M275046,REJILLA CENT.DE PARAG. superior            ,Sustituir,0.10
3079/2020,M275046,REJILLA CENT.DE PARAG. INF. con superior        ,SYC,0.10
3079/2020,M275046,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
3079/2020,M275046,GUIA DE PARAGOLPES del. IZQ            ,Sustituir,0.20
3079/2020,M275046,FRENTE SUPERIOR ATORNILLADO                     ,Sustituir,2.00
3079/2020,M275046,RADIADOR DE AGUA                     ,SYC,0.80
3079/2020,M275046,CONDENSADOR DE A/A                     ,SYC,1.00
3079/2020,M275046,CARGA DE GAS                     ,Sustituir,0.00
3079/2020,M275046,REFRIGERANTE                     ,Sustituir,0.00
3079/2020,M275046,PASARRUEDA  DELANTERO izq                 ,Reparar,1.50
3079/2020,M275046,PUERTA DELANTERA DES. PARCIAL izq                 ,Reparar,2.00
3079/2020,M275046,FLETES                     ,Sustituir,0.00
3079/2020,M275046,RESETEO SISTEMA                     ,Sustituir,0.00
3087/2020,M307967,INSIGNIA - EMBLEMA toro                ,Sustituir,0.10
3087/2020,M307967,PARAGOLPE TRASERO                     ,Sustituir,1.00
3087/2020,M307967,PORTON TRASERO IZQ                 ,Reparar,5.00
3087/2020,M307967,PISADERA TRASERA CROMADA .                   ,Sustituir,0.50
3087/2020,M307967,OJO DE GATO TRASERO DE PARAG IZQ                 ,Sustituir,0.25
3087/2020,M307967,FAROL TRASERO IZQ                 ,SYC,0.25
3087/2020,M307967,LATERAL CAJA PARCIAL IZQ         ,Reparar,0.00
3097/2020,M275053,LATERAL CAJA DER                 ,Reparar,6.00
3097/2020,M275053,MONTANTE TRAS. DER                 ,Reparar,3.00
3097/2020,M275053,PUERTAS DES. PARCIAL tras. DER           ,Reparar,5.00
3097/2020,M275053,PUERTA DELANTERA DES. PARCIAL DER                 ,Reparar,5.00
3097/2020,M275053,GUARDABARRO/S DELANTERO/S DER                 ,Reparar,3.00
3097/2020,M275053,MANIJA PUERTA tras. completa DER  ,Sustituir,0.00
3097/2020,M275053,MANIJA PUERTA del. completa DER   ,Sustituir,0.00
3097/2020,M275053,ZOCALO DER                 ,Reparar,3.00
3097/2020,M275053,ASIENTO DELANTERO DER                 ,SYC,0.60
3097/2020,M275053,ASIENTO TRASERO                     ,SYC,0.80
3097/2020,M275053,TAPIZADO DER.                     ,SYC,0.20
3097/2020,M275053,PARAGOLPE DEL CON ACCESORIOS                     ,Reparar,2.50
3097/2020,M275053,FLETES                     ,Sustituir,0.00
3101/2020,M306341,CAPOT                     ,Sustituir,1.00
3101/2020,M306341,CARETA                     ,Sustituir,0.50
3101/2020,M306341,INSIGNIA - EMBLEMA de careta           ,Sustituir,0.10
3101/2020,M306341,FRENTE SUPERIOR ATORNILLADO .                   ,Reparar,4.50
3101/2020,M306341,BISAGRAS CAPOT x2                  ,Sustituir,0.25
3101/2020,M306341,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
3101/2020,M306341,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
3101/2020,M306341,PARAGOLPE DEL CON ACCESORIOS .                   ,Reparar,1.50
3101/2020,M306341,VANOS MOTOR                     ,SYC,1.00
3112/2020,M303109,FAROL TRASERO DER                 ,Sustituir,0.25
3112/2020,M303109,PARAGOLPE TRASERO                     ,Sustituir,1.00
3112/2020,M303109,GUIA DE PARAGOLPES tras. DER           ,Sustituir,0.20
3112/2020,M303109,TAPA BAUL HATCH                     ,Reparar,1.50
3112/2020,M303109,GUARDABARRO TRASERO SOLDADO DER                 ,Reparar,2.00
3112/2020,M303109,ALOJ. FARO TRAS. IZQ                 ,Reparar,1.50
3112/2020,M303109,PANEL TRASERO cola                ,Reparar,2.00
3112/2020,M303109,PISO DE BAUL                     ,Reparar,1.50
3112/2020,M303109,TAPIZADO BAUL COMPL.                     ,SYC,0.60
3112/2020,M303109,FLETES                     ,Sustituir,0.00
3112/2020,M303109,SOPORTE/S DE PARAGOLPE TRAS. chapa DER           ,Sustituir,0.25
3112/2020,M303109,GUIA DE PARAGOLPES tras. IZQ           ,Sustituir,0.20
3112/2020,M303109,FLETES                     ,Sustituir,0.00
3129/2020,M306839,GUIA DE PARAGOLPES del IZQ             ,Sustituir,0.20
3129/2020,M306839,PARAGOLPE DEL CON ACCESORIOS                     ,Reparar,3.00
3129/2020,M306839,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,3.00
3129/2020,M306839,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
3129/2020,M306839,BUCHEGLASS del IZQ             ,SYC,0.30
3129/2020,M306839,SOPORTE DE PARAGOLPE DEL. IZQ                 ,Reparar,1.00
3129/2020,M306839,CARETA                     ,SYC,0.50
3137/2020,M306173,GUARDABARRO TRASERO SOLDADO  IZQ                ,Sustituir,8.00
3137/2020,M306173,BUCHEGLASS tras. IZQ           ,Sustituir,0.30
3137/2020,M306173,GUIA DE PARAGOLPES tras. IZQ           ,Sustituir,0.20
3137/2020,M306173,FAROL TRASERO IZQ                 ,SYC,0.25
3137/2020,M306173,PARAGOLPE TRASERO                     ,Reparar,3.00
3137/2020,M306173,CA¥O DE LLENADO DE COMB.                     ,SYC,0.25
3137/2020,M306173,TAPA EXT. DEPOSITO COMB.                     ,SYC,0.20
3137/2020,M306173,TAPIZADO BAUL COMPL.                     ,SYC,0.60
3137/2020,M306173,PASARRUEDA TRASERO izq                 ,Reparar,2.00
3172/2020,M306311,ALOJ. FARO DEL . (DER./IZQ) DER                 ,Sustituir,2.00
3172/2020,M306311,FRENTE SUPERIOR soldado             ,Sustituir,4.00
3172/2020,M306311,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
3172/2020,M306311,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
3172/2020,M306311,BUCHEGLASS del DER             ,Sustituir,0.30
3172/2020,M306311,CAJA DE CAMBIO                     ,SYC,3.00
3172/2020,M306311,CARDAN                     ,SYC,1.00
3172/2020,M306311,GUARDABARRO/S DELANTERO/S DER                 ,Sustituir,1.50
3172/2020,M306311,CAPOT .                   ,Sustituir,1.00
3172/2020,M306311,BISAGRAS CAPOT x2                  ,Reparar,1.00
3172/2020,M306311,CAMINERO np DER              ,Sustituir,0.00
3172/2020,M306311,REJILLA DER. DE PARAG. np                  ,SYC,0.00
3172/2020,M306311,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
3172/2020,M306311,MEDIO CHASIS DEL. DER                 ,Reparar,3.00
3172/2020,M306311,PASARRUEDA  DELANTERO DER                 ,Reparar,5.00
3172/2020,M306311,CONDENSADOR DE A/A                     ,SYC,1.00
3172/2020,M306311,RADIADOR DE AGUA                     ,SYC,0.80
3172/2020,M306311,CARGA DE GAS                     ,Sustituir,0.00
3172/2020,M306311,REFRIGERANTE                     ,Sustituir,0.00
3172/2020,M306311,PARRILLA DE SUSP. DEL. c/rotula DER        ,Sustituir,1.00
3172/2020,M306311,AMORTIGUADOR DEL. DER                 ,Sustituir,1.00
3172/2020,M306311,BARRA DIRECCION mate DER            ,Sustituir,0.25
3172/2020,M306311,BARRA TENSORA SUSPENSION DER                 ,Sustituir,0.50
3172/2020,M306311,ALINEACION TREN DEL.                     ,Sustituir,0.00
3172/2020,M306311,BALANCEAR                     ,Sustituir,0.00
3172/2020,M306311,PUERTA DELANTERA DES. PARCIAL DER                 ,Reparar,1.00
3172/2020,M306311,CONTROL DE EMBRAGUE                     ,Sustituir,0.00
3189/2020,M306328,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
3189/2020,M306328,RADIADOR DE AGUA                     ,Sustituir,0.80
3189/2020,M306328,CONDENSADOR DE A/A                     ,Sustituir,1.00
3189/2020,M306328,AIRBAG IZQ                 ,Sustituir,1.00
3189/2020,M306328,AIRBAG DER                 ,Sustituir,1.00
3189/2020,M306328,CINTO SEGURIDAD del IZQ             ,Sustituir,0.50
3189/2020,M306328,CINTO SEGURIDAD del DER             ,Sustituir,0.50
3189/2020,M306328,CARCAZA FILTRO AIRE                     ,Sustituir,0.25
3189/2020,M306328,FRENTE SOLDADO COMPLETO                     ,Sustituir,6.00
3189/2020,M306328,FRENTE INF.                     ,Sustituir,2.00
3189/2020,M306328,CARETA                     ,Sustituir,0.50
3189/2020,M306328,REJILLA CENT.DE PARAG.                     ,Sustituir,0.10
3189/2020,M306328,INSIGNIA - EMBLEMA de careta           ,Sustituir,0.10
3189/2020,M306328,"REJILLA IZQ, DE PARAG.                     ",Sustituir,0.10
3189/2020,M306328,REJILLA DER. DE PARAG.                     ,Sustituir,0.10
3189/2020,M306328,CAMINERO DER                 ,Sustituir,0.00
3189/2020,M306328,GUARDABARRO/S DELANTERO/S DER                 ,Sustituir,1.50
3189/2020,M306328,BISAGRAS CAPOT X2                  ,Sustituir,0.25
3189/2020,M306328,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
3189/2020,M306328,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
3189/2020,M306328,CIERRE DE ESPOLON inf                 ,Sustituir,0.25
3189/2020,M306328,SOPORTE PARAG ENTRECHASIS .                   ,Sustituir,0.50
3189/2020,M306328,REJILLA TORPEDO                     ,Sustituir,0.50
3189/2020,M306328,CAPOT                     ,Sustituir,1.00
3189/2020,M306328,ELECTROVENTILADOR completo            ,Sustituir,0.60
3189/2020,M306328,CORREA/S accesorios          ,Sustituir,0.25
3189/2020,M306328,DIFUSOR DE CALOR MULTIPLE .                   ,Sustituir,0.00
3189/2020,M306328,PARRILLA DE SUSP. DEL. DER                 ,Sustituir,1.00
3189/2020,M306328,ROTULAS DER C/PARRILLA          ,SYC,0.20
3189/2020,M306328,SEMIEJE DELANTERO DER                 ,Sustituir,0.50
3189/2020,M306328,HOMOCINETICA c/semi eje          ,SYC,0.50
3189/2020,M306328,TRICETA c/semi eje          ,SYC,0.50
3189/2020,M306328,SONDA LAMBDA                     ,Sustituir,0.15
3189/2020,M306328,PATA DE MOTOR sup                 ,Sustituir,0.25
3189/2020,M306328,BOMBA DIRECCION                     ,Sustituir,0.50
3189/2020,M306328,SOPORTE BOMBA DIRECCION .                   ,Sustituir,0.50
3189/2020,M306328,CARCAZA FILTRO AIRE                     ,Sustituir,0.25
3189/2020,M306328,DUCTO ENTRADA F/AIRE                     ,Sustituir,0.15
3189/2020,M306328,DEPOSITO DE AGUA RAD.                     ,Sustituir,0.25
3189/2020,M306328,LLANTA x2 de chapa         ,Sustituir,0.50
3189/2020,M306328,CUBIERTA 175/65/14 x2        ,Sustituir,0.10
3189/2020,M306328,TASA/S x2                  ,Sustituir,0.00
3189/2020,M306328,BUCHEGLASS del DER             ,Sustituir,0.30
3189/2020,M306328,CONTINUACION BUCHE GLASS DER                 ,Sustituir,0.20
3189/2020,M306328,BUCHEGLASS IZQ                 ,Sustituir,0.30
3189/2020,M306328,ALMA DE PARAGOLPE DEL                     ,Sustituir,0.50
3189/2020,M306328,MULTIPLE ADMISION plastico            ,Sustituir,0.50
3189/2020,M306328,TAPA DIST. COMPLETA .                   ,Sustituir,0.50
3189/2020,M306328,SOPORTES RADIADORES abrasaderas         ,Sustituir,0.15
3189/2020,M306328,CAJA DISPARADORA                     ,Sustituir,0.50
3189/2020,M306328,ESPEJO RETROVISOR EXT. tapa IZQ            ,Sustituir,0.40
3189/2020,M306328,PUERTA DELANTERA DES. PARCIAL DER                 ,Reparar,6.50
3189/2020,M306328,PASARRUEDA  DELANTERO DER                 ,Reparar,4.00
3189/2020,M306328,SACAR/COLOCAR MOTOR                     ,SYC,8.00
3189/2020,M306328,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,3.50
3189/2020,M306328,MEDIO CHASIS DEL. IZQ                 ,Reparar,6.00
3189/2020,M306328,VANOS MOTOR                     ,SYC,1.00
3189/2020,M306328,MEDIO CHASIS DEL. DER                 ,Reparar,12.00
3189/2020,M306328,RESETEO SISTEMA                     ,Sustituir,0.00
3189/2020,M306328,TABLERO COMPLETO                     ,Sustituir,6.00
3189/2020,M306328,ZOCALO DER                 ,Reparar,3.00
3189/2020,M306328,ALOJ. FARO DEL . (DER./IZQ) DER                 ,Reparar,5.00
3189/2020,M306328,PASARRUEDA  DELANTERO IZQ                 ,Reparar,2.00
3189/2020,M306328,ALOJ. FARO DEL . (DER./IZQ) IZQ                 ,Reparar,2.00
3189/2020,M306328,ALINEACION TREN DEL.                     ,Sustituir,0.00
3189/2020,M306328,BALANCEAR                     ,Sustituir,0.00
3235/2020,M305457,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
3235/2020,M305457,GUIA DE PARAGOLPES del.x2              ,Sustituir,0.20
3235/2020,M305457,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
3235/2020,M305457,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
3235/2020,M305457,GUARDABARRO/S DELANTERO/S parcial IZQ         ,Reparar,0.00
3478/2020,M302960,FAROL TRASERO DER                 ,SYC,0.25
3478/2020,M302960,ALMA PARAGOLPE TRAS                     ,Reparar,2.00
3478/2020,M302960,PANEL TRASERO                     ,Reparar,6.00
3478/2020,M302960,FAROL TRASERO izq                 ,SYC,0.25
3478/2020,M302960,PARAGOLPE TRASERO                     ,Sustituir,1.00
3478/2020,M302960,GUIA DE PARAGOLPES der                 ,Sustituir,0.20
3478/2020,M302960,GUIA DE PARAGOLPES izq                 ,Sustituir,0.20
3478/2020,M302960,GUARDABARRO TRASERO SOLDADO der                 ,Reparar,1.00
3478/2020,M302960,GUARDABARRO TRASERO SOLDADO izq                 ,Reparar,1.00
3478/2020,M302960,BAGUETA PGPE TRAS DER                 ,Reparar,0.00
3478/2020,M302960,BAGUETA PGPE TRAS IZQ                 ,Reparar,0.00
3494/2020,M306369,PUERTA DELAN. DESARME COMPLETO IZQ                 ,Sustituir,4.00
3494/2020,M306369,CALCO DE MARCO PTA DEL IZQ                 ,Sustituir,0.00
3494/2020,M306369,GUARDABARRO SOLDADO DELANTERO IZQ                 ,Sustituir,3.00
3494/2020,M306369,BISAGRAS PUERTAS del IZQ             ,Reparar,2.00
3494/2020,M306369,MONTANTE DELAN. IZQ                 ,Reparar,1.50
3494/2020,M306369,MONTANTE DE PARABRISAS IZQ                     ,Reparar,0.00
3494/2020,M306369,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
3494/2020,M306369,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
3494/2020,M306369,BUCHEGLASS del IZQ             ,SYC,0.30
3494/2020,M306369,PARAGOLPE DEL CON ACCESORIOS                     ,SYC,2.00
3596/2020,M306886,ESPEJO RETROVISOR EXT. IZQ                 ,Sustituir,0.40
3596/2020,M306886,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
3596/2020,M306886,PARAGOLPE DEL CON ACCESORIOS parcial             ,Reparar,1.00
3596/2020,M306886,PUERTA DELANTERA DES. PARCIAL IZQ                 ,Reparar,5.00
3596/2020,M306886,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
3596/2020,M306886,BUCHEGLASS del. IZQ            ,SYC,0.30
3596/2020,M306886,MOLDURA PUERTA DEL. IZQ                 ,Reparar,0.00
3596/2020,M306886,LLANTA aleacion            ,Reparar,1.00
3616/2020,M303040,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
3616/2020,M303040,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
3616/2020,M303040,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
3616/2020,M303040,"REJILLA IZQ, DE PARAG.                     ",Sustituir,0.10
3616/2020,M303040,SPOILER DELANT                     ,Sustituir,0.50
